subject_id,display_name,model_mean,n_items_observed,model_obs_rate
06b59c1099ff58fe,Claude-Sonnet-4.5 (Think),0.7511328221036343,197,0.48641975308641977
074d86b35fb1d1a8,DeepSeek-v3.1 (Think),0.8180338541666666,192,0.4740740740740741
0d3cdfaa17162ece,NVIDIA-Nemotron-3-Super,0.5057870370370371,162,0.4
121dd6e24cea0035,Gemini 3.1 Pro Preview (medium),0.6739130434782609,23,0.056790123456790124
14493326fce24d91,K2-Think,0.7540983606557377,183,0.45185185185185184
148a2a89d25ca27f,claude-3.5-sonnet,0.025,60,0.14814814814814814
14907155fa5c9a68,GPT-5 (High) Agent,0.020833333333333332,12,0.02962962962962963
185d370305be8569,DeepSeek-V3-03-24,0.3958333333333333,60,0.14814814814814814
199e8329c239a47e,GLM 4.5,0.787109375,192,0.4740740740740741
1b68915e259fb591,gemini-2.0-pro,0.175,60,0.14814814814814814
1d75fb7078078065,o3-mini (low),0.38333333333333336,60,0.14814814814814814
1f28b3b4d5c1b6ec,Gemini 3 Flash,0.8463481874842465,373,0.9209876543209876
22d3cf06f53886ef,gemini-2.5-pro*,0.875,30,0.07407407407407407
26b6a95c14695819,Qwen3-VL-235B Instruct,0.724212962962963,5,0.012345679012345678
28616143fb25a8ed,deepseek-r1,0.6503496503496503,143,0.3530864197530864
2aed35ffea0e5af7,o1 (medium),0.6458333333333334,60,0.14814814814814814
2bc5ac31eae04752,Qwen3-235B-2507-Think,0.052083333333333336,12,0.02962962962962963
2d3f056887071294,DeepSeek-R1-Distill-32B,0.5620629370629371,143,0.3530864197530864
2e062a466351a72e,O3 (High),0.8579234972677595,183,0.45185185185185184
2e3ec58c1dbe25c1,Grok 3 Mini (low),0.5628415300546448,183,0.45185185185185184
318f796e1a246693,DeepSeek-v3.2-Speciale,0.8731132075471698,265,0.654320987654321
331c597a90d0b9cf,DeepSeek-R1-Distill-1.5B,0.15833333333333333,60,0.14814814814814814
34b16642dc4fa67d,DeepSeek-R1-Distill-70B,0.5506993006993007,143,0.3530864197530864
380d4187f3135fc7,qwq-32b,0.5666666666666667,60,0.14814814814814814
3d0f463cf94c245e,GPT OSS 20B (high),0.8128415300546448,183,0.45185185185185184
3f6b29e1289036a7,gemini-2.0-flash,0.20416666666666666,60,0.14814814814814814
3ff9d9cd649848b9,GPT-5.4-Pro (xhigh),0.7414772727272727,44,0.10864197530864197
4053d452dcd26ae8,GPT-5.1 (high),0.8396854885512293,270,0.6666666666666666
4178c8e8a5d89c7f,qwq-32b-preview,0.25833333333333336,60,0.14814814814814814
41a4ee318441f1e8,qwen3-30b-a3b,0.6678321678321678,143,0.3530864197530864
49836050494876d5,QED-Nano,0.5815735694822888,367,0.9061728395061729
4c2ef4cff5dda9aa,Grok 4 Fast (Reasoning) (Selfcheck Agent),1.0,1,0.0024691358024691358
4dca0f29c7b469ee,Phi-4-reasoning-plus,0.6041666666666666,60,0.14814814814814814
4f0d9b0296c76f94,Qwen3.5-4B,0.5056179775280899,89,0.21975308641975308
57d4a315e7a6b2f1,O4-Mini (Low),0.5887978142076503,183,0.45185185185185184
5f9e1e109017946b,GLM 4.7,0.9722222222222221,30,0.07407407407407407
6607ad3eea624f1d,GPT-5.4 (xhigh),0.7492922275107903,167,0.4123456790123457
68be37acdde0a6d8,Gemini 3.1 Pro Preview (low),0.44545454545454544,55,0.13580246913580246
6d1a01a8e23f5962,llama-4-maverick,0.15416666666666667,60,0.14814814814814814
6f6bac9dfb3c839a,Gemini 2.5 Pro (05-06),0.8444444444444444,90,0.2222222222222222
712c96fcbea145ac,Gemini 3 Pro (preview),0.8419870840112127,373,0.9209876543209876
7215d1384efb8457,LIMO,0.3958333333333333,60,0.14814814814814814
74d4a2db4ed4fc18,Qwen3-4B-2507-Think,0.30864197530864196,162,0.4
77655180e041c26b,GLM 4.6,0.8103815860945137,263,0.6493827160493827
7806a12917d77c56,Step 3.5 Flash,0.80434375,400,0.9876543209876543
78d09c9406ee136e,GPT-5-mini (high),0.7704647435897436,270,0.6666666666666666
7df73dd95ff13e9f,DeepSeek-R1-Distill-14B,0.5157342657342657,143,0.3530864197530864
80551ee8e54dbd90,Grok 3 Mini (high),0.76775956284153,183,0.45185185185185184
806a372cd4757f93,gemini-2.5-flash (think),0.7083333333333334,30,0.07407407407407407
81f7b1d460643896,Grok 4 Fast R,0.8110156167563574,270,0.6666666666666666
82022345c28defe9,GPT-5-nano (low),0.4722222222222222,30,0.07407407407407407
8aacfebb789f64f3,GPT-5 (high),0.872591839552192,227,0.5604938271604938
8d879ff74b528320,Claude-Opus-4.0 (Think),0.7055555555555556,90,0.2222222222222222
8e89fa570bb7887e,GPT OSS 120B (high),0.7905188679245283,265,0.654320987654321
932bbb1b52b2ceb8,o3-mini (medium),0.65,60,0.14814814814814814
95f9ca3d471cf53a,s1.1-32B,0.4375,60,0.14814814814814814
9abd55808c0bc515,OpenThinker-32B,0.4666666666666667,60,0.14814814814814814
9b5955403d2a3870,GPT-5.2 (high),0.8381962910203651,405,1.0
9d12a9fe706d0b0c,DeepSeek-V3,0.19166666666666668,60,0.14814814814814814
a0aa721c63e87737,DeepSeek-v3.2 (Think),0.786393363957902,368,0.908641975308642
a194aa8b911232d6,O4-Mini (Medium),0.7486338797814208,183,0.45185185185185184
a1d62004af574141,Qwen3.5-27B,0.5077160493827161,162,0.4
a2a69af70d1b9be7,gpt-4o,0.0875,60,0.14814814814814814
a36672eb6ab1031f,Grok 4,0.8124351719953573,270,0.6666666666666666
a3799502b96ad0b0,Gemini 2.5 Flash (Thinking),0.6871584699453552,183,0.45185185185185184
ab86d8988c07de98,Qwen3.5-9B,0.41705246913580246,162,0.4
b0c15b775a3043dd,O4-Mini (High),0.8702185792349727,183,0.45185185185185184
b4441d4fdd9132c8,Qwen3-235B-A22B,0.7674825174825175,143,0.3530864197530864
b98c730a7df66401,Claude-3.7-Sonnet (Think),0.5174825174825175,143,0.3530864197530864
bda806333ce39e02,Qwen3.5-397b-a17b,0.659200236228592,123,0.3037037037037037
c16f033be845f7b0,o3-mini (high),0.7708333333333334,60,0.14814814814814814
c613f7e339705430,Kimi K2 Thinking,0.8169811320754717,265,0.654320987654321
cc3cbdc6a46aacb6,GLM 5,0.8036607142857143,400,0.9876543209876543
cecebb5bb280bf15,Grok 4.1 Fast (Reasoning),0.7593670641201505,405,1.0
d15ea2a93d461dc4,Kimi K2.5 (Think),0.8245625291201699,373,0.9209876543209876
d458a4ab67a3e344,gemini-2.0-flash-thinking,0.44583333333333336,60,0.14814814814814814
dd8a65620f00c3bd,GPT-5.2 (low),0.41294642857142855,40,0.09876543209876543
e2c3d029c9da94ee,Gemini 2.5 Pro,0.7497093734703867,227,0.5604938271604938
e45e266664be8e1f,GLM 4.5 Air,0.7759562841530054,183,0.45185185185185184
e6f09cb63e790526,GPT-5.2 (xhigh),0.9859154929577465,142,0.3506172839506173
e9cf57a412da15c9,Claude-Opus-4.6 (High),0.7038040829208494,167,0.4123456790123457
eb7d8ad97da56804,deepseek-r1-0528,0.7779947916666666,192,0.4740740740740741
ebc88da3435f9dcd,GPT-5-nano (high),0.8029342723004695,213,0.5259259259259259
ecb653acb1611568,Gemini 3.1 Pro Preview,0.814113514957265,200,0.49382716049382713
edc47272911b1b95,DeepSeek-v3.2-Exp (Think),0.8279842342342343,222,0.5481481481481482
ee663f1815098e04,GLM 4.5V,0.6747827635327635,5,0.012345679012345678
eeb045059a2a26bd,Qwen3-30B-A3B-2507-Think,0.3599537037037037,162,0.4
f1f11460a4d1c982,Qwen3.5-35B-A3B,0.4861111111111111,162,0.4
